1, none, deep_aether:aerglow_forest, CREATURE, aether:phyg, 10, 3, 4
40, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
41, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
42, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
43, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
44, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
45, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether_redux:vanilla_swet, 10, 1, 2
46, none, deep_aether:aerlavender_fields, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
47, none, deep_aether:aerlavender_fields, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
48, none, deep_aether:aerlavender_fields, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
49, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:spider, 80, 4, 4
50, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:zombie, 80, 4, 4
51, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
52, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:skeleton, 80, 4, 4
53, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:slime, 80, 4, 4
54, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:witch, 5, 1, 1
55, forest, regions_unexplored:alpha_grove, MONSTER, eidolon:zombie_brute, 60, 1, 3
56, forest, regions_unexplored:alpha_grove, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
57, forest, regions_unexplored:alpha_grove, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
58, forest, regions_unexplored:alpha_grove, MONSTER, eidolon:wraith, 60, 1, 3
59, forest, regions_unexplored:alpha_grove, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
60, forest, regions_unexplored:alpha_grove, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
61, forest, regions_unexplored:alpha_grove, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
62, forest, regions_unexplored:alpha_grove, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
63, forest, regions_unexplored:alpha_grove, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
64, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:sheep, 12, 4, 4
65, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 10, 4, 4
66, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:chicken, 10, 4, 4
67, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:cow, 10, 4, 4
68, forest, regions_unexplored:alpha_grove, CREATURE, unusualprehistory:kentrosaurus, 10, 3, 4
69, forest, regions_unexplored:alpha_grove, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
70, forest, regions_unexplored:alpha_grove, CREATURE, eidolon:slimy_slug, 10, 2, 3
71, forest, regions_unexplored:alpha_grove, CREATURE, unusualprehistory:smilodon, 10, 2, 4
72, forest, regions_unexplored:alpha_grove, CREATURE, eidolon:slimy_slug, 10, 2, 5
73, forest, regions_unexplored:alpha_grove, CREATURE, meadow:wooly_cow, 10, 2, 3
74, forest, regions_unexplored:alpha_grove, CREATURE, eidolon:raven, 10, 2, 4
75, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:cow, 10, 2, 3
76, forest, regions_unexplored:alpha_grove, CREATURE, mythicmounts:firebird, 10, 1, 1
77, forest, regions_unexplored:alpha_grove, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
78, forest, regions_unexplored:alpha_grove, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
79, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 30, 1, 1
80, forest, regions_unexplored:alpha_grove, CREATURE, unusualprehistory:mammoth, 10, 3, 4
81, forest, regions_unexplored:alpha_grove, AMBIENT, minecraft:bat, 10, 8, 8
82, forest, regions_unexplored:alpha_grove, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
83, forest, regions_unexplored:alpha_grove, AMBIENT, mythicmounts:dragon, 10, 1, 1
84, forest, regions_unexplored:alpha_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
85, forest, regions_unexplored:alpha_grove, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
86, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
87, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
88, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
89, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
90, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
91, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
92, forest, regions_unexplored:alpha_grove, rascals, friendsandfoes:rascal, 10, 1, 1
93, the_end, far_end:amethyst_forest, MONSTER, minecraft:enderman, 5, 4, 4
94, the_end, far_end:amethyst_forest, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
95, the_end, far_end:amethyst_forest, MONSTER, endermanoverhaul:end_islands_enderman, 10, 1, 1
96, none, regions_unexplored:ancient_delta, MONSTER, minecraft:spider, 80, 4, 4
97, none, regions_unexplored:ancient_delta, MONSTER, minecraft:zombie, 80, 4, 4
98, none, regions_unexplored:ancient_delta, MONSTER, minecraft:zombie_villager, 10, 1, 1
99, none, regions_unexplored:ancient_delta, MONSTER, minecraft:skeleton, 80, 4, 4
100, none, regions_unexplored:ancient_delta, MONSTER, minecraft:creeper, 80, 4, 4
101, none, regions_unexplored:ancient_delta, MONSTER, minecraft:slime, 80, 4, 4
102, none, regions_unexplored:ancient_delta, MONSTER, minecraft:witch, 5, 1, 1
103, none, regions_unexplored:ancient_delta, MONSTER, eidolon:zombie_brute, 60, 1, 3
104, none, regions_unexplored:ancient_delta, MONSTER, eidolon:wraith, 60, 1, 3
105, none, regions_unexplored:ancient_delta, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
106, none, regions_unexplored:ancient_delta, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
107, none, regions_unexplored:ancient_delta, CREATURE, eidolon:slimy_slug, 10, 2, 3
108, none, regions_unexplored:ancient_delta, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
109, none, regions_unexplored:ancient_delta, CREATURE, mythicmounts:firebird, 10, 1, 1
110, none, regions_unexplored:ancient_delta, CREATURE, minecraft:pig, 30, 1, 1
111, none, regions_unexplored:ancient_delta, AMBIENT, minecraft:bat, 10, 8, 8
112, none, regions_unexplored:ancient_delta, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
113, none, regions_unexplored:ancient_delta, AMBIENT, mythicmounts:dragon, 10, 1, 1
114, none, regions_unexplored:ancient_delta, AXOLOTLS, minecraft:axolotl, 10, 4, 6
115, none, regions_unexplored:ancient_delta, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
116, none, regions_unexplored:ancient_delta, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
117, none, regions_unexplored:ancient_delta, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
118, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
119, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
120, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
121, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
122, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
123, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
124, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
125, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
126, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
127, none, spawn:ant_gardens, MONSTER, minecraft:spider, 80, 4, 4
128, none, spawn:ant_gardens, MONSTER, minecraft:zombie, 80, 4, 4
129, none, spawn:ant_gardens, MONSTER, minecraft:zombie_villager, 10, 1, 1
130, none, spawn:ant_gardens, MONSTER, minecraft:skeleton, 80, 4, 4
131, none, spawn:ant_gardens, MONSTER, minecraft:creeper, 80, 4, 4
132, none, spawn:ant_gardens, MONSTER, minecraft:slime, 80, 4, 4
133, none, spawn:ant_gardens, MONSTER, minecraft:enderman, 5, 1, 4
134, none, spawn:ant_gardens, MONSTER, minecraft:witch, 5, 1, 1
135, none, spawn:ant_gardens, CREATURE, minecraft:sheep, 12, 4, 4
136, none, spawn:ant_gardens, CREATURE, minecraft:pig, 10, 4, 4
137, none, spawn:ant_gardens, CREATURE, minecraft:chicken, 10, 4, 4
138, none, spawn:ant_gardens, CREATURE, minecraft:cow, 10, 4, 4
139, none, spawn:ant_gardens, CREATURE, minecraft:horse, 10, 2, 6
140, none, spawn:ant_gardens, CREATURE, minecraft:donkey, 10, 1, 3
141, none, spawn:ant_gardens, CREATURE, spawn:ant, 30, 1, 3
142, none, spawn:ant_gardens, AMBIENT, minecraft:bat, 10, 8, 8
143, none, spawn:ant_gardens, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
144, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
145, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
146, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
147, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
148, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
149, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
150, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
151, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
152, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
153, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:spider, 80, 4, 4
154, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:zombie, 80, 4, 4
155, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
156, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
157, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:creeper, 80, 4, 4
158, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:slime, 80, 4, 4
159, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:enderman, 5, 1, 4
160, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:witch, 5, 1, 1
161, extreme_hills, regions_unexplored:arid_mountains, MONSTER, eidolon:zombie_brute, 60, 1, 3
162, extreme_hills, regions_unexplored:arid_mountains, MONSTER, eidolon:wraith, 60, 1, 3
163, extreme_hills, regions_unexplored:arid_mountains, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
164, extreme_hills, regions_unexplored:arid_mountains, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
165, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:sheep, 12, 4, 4
166, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:pig, 10, 4, 4
167, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:chicken, 10, 4, 4
168, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:cow, 10, 4, 4
169, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
170, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:llama, 10, 4, 6
171, extreme_hills, regions_unexplored:arid_mountains, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
172, extreme_hills, regions_unexplored:arid_mountains, CREATURE, unusualprehistory:smilodon, 10, 2, 4
173, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:sheep, 10, 2, 3
174, extreme_hills, regions_unexplored:arid_mountains, CREATURE, mythicmounts:firebird, 10, 1, 1
175, extreme_hills, regions_unexplored:arid_mountains, CREATURE, earthmobsmod:horned_sheep, 10, 3, 6
176, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:pig, 30, 1, 1
177, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, minecraft:bat, 10, 8, 8
178, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
179, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, mythicmounts:dragon, 10, 1, 1
180, extreme_hills, regions_unexplored:arid_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
181, extreme_hills, regions_unexplored:arid_mountains, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
182, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
183, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
184, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
185, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
186, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
187, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
188, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
189, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
190, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
191, extreme_hills, regions_unexplored:arid_mountains, rascals, friendsandfoes:rascal, 10, 1, 1
192, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:creeper, 80, 4, 4
193, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:husk, 80, 4, 4
194, none, regions_unexplored:ashen_woodland, MONSTER, eidolon:zombie_brute, 60, 1, 3
195, none, regions_unexplored:ashen_woodland, MONSTER, eidolon:wraith, 60, 1, 3
196, none, regions_unexplored:ashen_woodland, MONSTER, earthmobsmod:bone_spider, 10, 1, 1
197, none, regions_unexplored:ashen_woodland, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
198, none, regions_unexplored:ashen_woodland, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
199, none, regions_unexplored:ashen_woodland, CREATURE, mythicmounts:firebird, 10, 1, 1
200, none, regions_unexplored:ashen_woodland, CREATURE, minecraft:pig, 30, 1, 1
201, none, regions_unexplored:ashen_woodland, AMBIENT, minecraft:bat, 10, 8, 8
202, none, regions_unexplored:ashen_woodland, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
203, none, regions_unexplored:ashen_woodland, AMBIENT, mythicmounts:dragon, 10, 1, 1
204, none, regions_unexplored:ashen_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
205, none, regions_unexplored:ashen_woodland, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
206, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
207, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
208, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
209, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
210, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
211, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
212, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
213, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
214, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
215, none, regions_unexplored:ashen_woodland, rascals, friendsandfoes:rascal, 10, 1, 1
216, the_end, far_end:ashfall_delta, MONSTER, minecraft:wither_skeleton, 10, 1, 2
217, the_end, far_end:ashfall_delta, MONSTER, minecraft:skeleton, 11, 2, 2
218, the_end, far_end:ashfall_delta, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
219, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:spider, 80, 4, 4
220, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:zombie, 80, 4, 4
221, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
222, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:skeleton, 80, 4, 4
223, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:creeper, 80, 4, 4
224, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:slime, 80, 4, 4
225, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:witch, 5, 1, 1
226, none, mysticsbiomes:autumnal_grove, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 4
227, none, mysticsbiomes:autumnal_grove, CREATURE, minecraft:fox, 32, 2, 5
228, none, mysticsbiomes:autumnal_grove, CREATURE, eidolon:slimy_slug, 10, 2, 3
229, none, mysticsbiomes:autumnal_grove, AMBIENT, minecraft:bat, 10, 8, 8
230, none, mysticsbiomes:autumnal_grove, AMBIENT, minecraft:bat, 10, 8, 8
231, none, mysticsbiomes:autumnal_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
232, none, mysticsbiomes:autumnal_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
233, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
234, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
235, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
236, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
237, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
238, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
239, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
240, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
241, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
242, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
243, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
244, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
245, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
246, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
247, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
248, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
249, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
250, forest, regions_unexplored:autumnal_maple_forest, MONSTER, eidolon:zombie_brute, 60, 1, 3
251, forest, regions_unexplored:autumnal_maple_forest, MONSTER, eidolon:wraith, 60, 1, 3
252, forest, regions_unexplored:autumnal_maple_forest, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
253, forest, regions_unexplored:autumnal_maple_forest, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
254, forest, regions_unexplored:autumnal_maple_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
255, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:sheep, 12, 4, 4
256, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:pig, 10, 4, 4
257, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:chicken, 10, 4, 4
258, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:cow, 10, 4, 4
259, forest, regions_unexplored:autumnal_maple_forest, CREATURE, unusualprehistory:kentrosaurus, 10, 3, 4
260, forest, regions_unexplored:autumnal_maple_forest, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
261, forest, regions_unexplored:autumnal_maple_forest, CREATURE, eidolon:slimy_slug, 10, 2, 3
262, forest, regions_unexplored:autumnal_maple_forest, CREATURE, unusualprehistory:smilodon, 10, 2, 4
263, forest, regions_unexplored:autumnal_maple_forest, CREATURE, eidolon:slimy_slug, 10, 2, 5
264, forest, regions_unexplored:autumnal_maple_forest, CREATURE, meadow:wooly_cow, 10, 2, 3
265, forest, regions_unexplored:autumnal_maple_forest, CREATURE, eidolon:raven, 10, 2, 4
266, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:cow, 10, 2, 3
267, forest, regions_unexplored:autumnal_maple_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
268, forest, regions_unexplored:autumnal_maple_forest, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
269, forest, regions_unexplored:autumnal_maple_forest, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
270, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:pig, 30, 1, 1
271, forest, regions_unexplored:autumnal_maple_forest, CREATURE, unusualprehistory:mammoth, 10, 3, 4
272, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:morpho, 10, 1, 2
273, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:forester, 10, 1, 2
274, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:common, 10, 1, 2
275, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:emperor, 10, 1, 2
276, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:hairstreak, 10, 1, 2
277, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:rainbow, 10, 1, 2
278, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:heath, 10, 1, 2
279, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:glasswing, 10, 1, 2
280, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:chalkhill, 10, 1, 2
281, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:swallowtail, 10, 1, 2
282, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:monarch, 10, 1, 2
283, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:cabbage, 10, 1, 2
284, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:admiral, 10, 1, 2
285, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:longwing, 10, 1, 2
286, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:clipper, 10, 1, 2
287, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:buckeye, 10, 1, 2
288, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
