1, none, deep_aether:aerglow_forest, CREATURE, aether:phyg, 10, 3, 4
40, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
41, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
42, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
43, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
44, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
45, none, deep_aether:aerlavender_fields, AETHER_SURFACE_MONSTER, aether_redux:vanilla_swet, 10, 1, 2
46, none, deep_aether:aerlavender_fields, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
47, none, deep_aether:aerlavender_fields, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
48, none, deep_aether:aerlavender_fields, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
49, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:spider, 80, 4, 4
50, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:zombie, 80, 4, 4
51, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
52, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:skeleton, 80, 4, 4
53, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:slime, 80, 4, 4
54, forest, regions_unexplored:alpha_grove, MONSTER, minecraft:witch, 5, 1, 1
55, forest, regions_unexplored:alpha_grove, MONSTER, eidolon:zombie_brute, 60, 1, 3
56, forest, regions_unexplored:alpha_grove, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
57, forest, regions_unexplored:alpha_grove, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
58, forest, regions_unexplored:alpha_grove, MONSTER, eidolon:wraith, 60, 1, 3
59, forest, regions_unexplored:alpha_grove, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
60, forest, regions_unexplored:alpha_grove, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
61, forest, regions_unexplored:alpha_grove, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
62, forest, regions_unexplored:alpha_grove, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
63, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:sheep, 12, 4, 4
64, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 10, 4, 4
65, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:chicken, 10, 4, 4
66, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:cow, 10, 4, 4
67, forest, regions_unexplored:alpha_grove, CREATURE, unusualprehistory:kentrosaurus, 10, 3, 4
68, forest, regions_unexplored:alpha_grove, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
69, forest, regions_unexplored:alpha_grove, CREATURE, eidolon:slimy_slug, 10, 2, 3
70, forest, regions_unexplored:alpha_grove, CREATURE, unusualprehistory:smilodon, 10, 2, 4
71, forest, regions_unexplored:alpha_grove, CREATURE, eidolon:slimy_slug, 10, 2, 5
72, forest, regions_unexplored:alpha_grove, CREATURE, meadow:wooly_cow, 10, 2, 3
73, forest, regions_unexplored:alpha_grove, CREATURE, eidolon:raven, 10, 2, 4
74, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:cow, 10, 2, 3
75, forest, regions_unexplored:alpha_grove, CREATURE, mythicmounts:firebird, 10, 1, 1
76, forest, regions_unexplored:alpha_grove, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
77, forest, regions_unexplored:alpha_grove, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
78, forest, regions_unexplored:alpha_grove, CREATURE, minecraft:pig, 30, 1, 1
79, forest, regions_unexplored:alpha_grove, CREATURE, unusualprehistory:mammoth, 10, 3, 4
80, forest, regions_unexplored:alpha_grove, CREATURE, quark:stoneling, 10, 1, 1
81, forest, regions_unexplored:alpha_grove, AMBIENT, minecraft:bat, 10, 8, 8
82, forest, regions_unexplored:alpha_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
83, forest, regions_unexplored:alpha_grove, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
84, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
85, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
86, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
87, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
88, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
89, forest, regions_unexplored:alpha_grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
90, forest, regions_unexplored:alpha_grove, rascals, friendsandfoes:rascal, 10, 1, 1
91, the_end, far_end:amethyst_forest, MONSTER, minecraft:enderman, 5, 4, 4
92, the_end, far_end:amethyst_forest, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
93, the_end, far_end:amethyst_forest, MONSTER, endermanoverhaul:end_islands_enderman, 10, 1, 1
94, none, regions_unexplored:ancient_delta, MONSTER, minecraft:spider, 80, 4, 4
95, none, regions_unexplored:ancient_delta, MONSTER, minecraft:zombie, 80, 4, 4
96, none, regions_unexplored:ancient_delta, MONSTER, minecraft:zombie_villager, 10, 1, 1
97, none, regions_unexplored:ancient_delta, MONSTER, minecraft:skeleton, 80, 4, 4
98, none, regions_unexplored:ancient_delta, MONSTER, minecraft:creeper, 80, 4, 4
99, none, regions_unexplored:ancient_delta, MONSTER, minecraft:slime, 80, 4, 4
100, none, regions_unexplored:ancient_delta, MONSTER, minecraft:witch, 5, 1, 1
101, none, regions_unexplored:ancient_delta, MONSTER, eidolon:zombie_brute, 60, 1, 3
102, none, regions_unexplored:ancient_delta, MONSTER, eidolon:wraith, 60, 1, 3
103, none, regions_unexplored:ancient_delta, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
104, none, regions_unexplored:ancient_delta, CREATURE, eidolon:slimy_slug, 10, 2, 3
105, none, regions_unexplored:ancient_delta, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
106, none, regions_unexplored:ancient_delta, CREATURE, mythicmounts:firebird, 10, 1, 1
107, none, regions_unexplored:ancient_delta, CREATURE, minecraft:pig, 30, 1, 1
108, none, regions_unexplored:ancient_delta, AMBIENT, minecraft:bat, 10, 8, 8
109, none, regions_unexplored:ancient_delta, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
110, none, regions_unexplored:ancient_delta, AMBIENT, mythicmounts:dragon, 10, 1, 1
111, none, regions_unexplored:ancient_delta, AXOLOTLS, minecraft:axolotl, 10, 4, 6
112, none, regions_unexplored:ancient_delta, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
113, none, regions_unexplored:ancient_delta, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
114, none, regions_unexplored:ancient_delta, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
115, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
116, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
117, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
118, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
119, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
120, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
121, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
122, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
123, none, regions_unexplored:ancient_delta, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
124, none, spawn:ant_gardens, MONSTER, minecraft:spider, 80, 4, 4
125, none, spawn:ant_gardens, MONSTER, minecraft:zombie, 80, 4, 4
126, none, spawn:ant_gardens, MONSTER, minecraft:zombie_villager, 10, 1, 1
127, none, spawn:ant_gardens, MONSTER, minecraft:skeleton, 80, 4, 4
128, none, spawn:ant_gardens, MONSTER, minecraft:creeper, 80, 4, 4
129, none, spawn:ant_gardens, MONSTER, minecraft:slime, 80, 4, 4
130, none, spawn:ant_gardens, MONSTER, minecraft:enderman, 5, 1, 4
131, none, spawn:ant_gardens, MONSTER, minecraft:witch, 5, 1, 1
132, none, spawn:ant_gardens, CREATURE, minecraft:sheep, 12, 4, 4
133, none, spawn:ant_gardens, CREATURE, minecraft:pig, 10, 4, 4
134, none, spawn:ant_gardens, CREATURE, minecraft:chicken, 10, 4, 4
135, none, spawn:ant_gardens, CREATURE, minecraft:cow, 10, 4, 4
136, none, spawn:ant_gardens, CREATURE, minecraft:horse, 10, 2, 6
137, none, spawn:ant_gardens, CREATURE, minecraft:donkey, 10, 1, 3
138, none, spawn:ant_gardens, CREATURE, spawn:ant, 30, 1, 3
139, none, spawn:ant_gardens, AMBIENT, minecraft:bat, 10, 8, 8
140, none, spawn:ant_gardens, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
141, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
142, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
143, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
144, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
145, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
146, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
147, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
148, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
149, none, spawn:ant_gardens, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
150, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:spider, 80, 4, 4
151, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:zombie, 80, 4, 4
152, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
153, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
154, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:creeper, 80, 4, 4
155, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:slime, 80, 4, 4
156, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:enderman, 5, 1, 4
157, extreme_hills, regions_unexplored:arid_mountains, MONSTER, minecraft:witch, 5, 1, 1
158, extreme_hills, regions_unexplored:arid_mountains, MONSTER, eidolon:zombie_brute, 60, 1, 3
159, extreme_hills, regions_unexplored:arid_mountains, MONSTER, eidolon:wraith, 60, 1, 3
160, extreme_hills, regions_unexplored:arid_mountains, MONSTER, earthmobsmod:bouldering_zombie, 20, 4, 4
161, extreme_hills, regions_unexplored:arid_mountains, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
162, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:sheep, 12, 4, 4
163, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:pig, 10, 4, 4
164, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:chicken, 10, 4, 4
165, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:cow, 10, 4, 4
166, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
167, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:llama, 10, 4, 6
168, extreme_hills, regions_unexplored:arid_mountains, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
169, extreme_hills, regions_unexplored:arid_mountains, CREATURE, unusualprehistory:smilodon, 10, 2, 4
170, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:sheep, 10, 2, 3
171, extreme_hills, regions_unexplored:arid_mountains, CREATURE, mythicmounts:firebird, 10, 1, 1
172, extreme_hills, regions_unexplored:arid_mountains, CREATURE, earthmobsmod:horned_sheep, 10, 3, 6
173, extreme_hills, regions_unexplored:arid_mountains, CREATURE, minecraft:pig, 30, 1, 1
174, extreme_hills, regions_unexplored:arid_mountains, CREATURE, quark:stoneling, 10, 1, 1
175, extreme_hills, regions_unexplored:arid_mountains, AMBIENT, minecraft:bat, 10, 8, 8
176, extreme_hills, regions_unexplored:arid_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
177, extreme_hills, regions_unexplored:arid_mountains, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
178, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
179, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
180, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
181, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
182, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
183, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
184, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
185, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
186, extreme_hills, regions_unexplored:arid_mountains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
187, extreme_hills, regions_unexplored:arid_mountains, rascals, friendsandfoes:rascal, 10, 1, 1
188, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:creeper, 80, 4, 4
189, none, regions_unexplored:ashen_woodland, MONSTER, minecraft:husk, 80, 4, 4
190, none, regions_unexplored:ashen_woodland, MONSTER, eidolon:zombie_brute, 60, 1, 3
191, none, regions_unexplored:ashen_woodland, MONSTER, eidolon:wraith, 60, 1, 3
192, none, regions_unexplored:ashen_woodland, MONSTER, earthmobsmod:bone_spider, 10, 1, 1
193, none, regions_unexplored:ashen_woodland, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
194, none, regions_unexplored:ashen_woodland, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
195, none, regions_unexplored:ashen_woodland, CREATURE, mythicmounts:firebird, 10, 1, 1
196, none, regions_unexplored:ashen_woodland, CREATURE, minecraft:pig, 30, 1, 1
197, none, regions_unexplored:ashen_woodland, AMBIENT, minecraft:bat, 10, 8, 8
198, none, regions_unexplored:ashen_woodland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
199, none, regions_unexplored:ashen_woodland, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
200, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
201, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
202, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
203, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
204, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
205, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
206, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
207, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
208, none, regions_unexplored:ashen_woodland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
209, none, regions_unexplored:ashen_woodland, rascals, friendsandfoes:rascal, 10, 1, 1
210, the_end, far_end:ashfall_delta, MONSTER, minecraft:wither_skeleton, 10, 1, 2
211, the_end, far_end:ashfall_delta, MONSTER, minecraft:skeleton, 11, 2, 2
212, the_end, far_end:ashfall_delta, MONSTER, endermanoverhaul:end_enderman, 10, 1, 2
213, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:spider, 80, 4, 4
214, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:zombie, 80, 4, 4
215, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:zombie_villager, 10, 1, 1
216, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:skeleton, 80, 4, 4
217, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:creeper, 80, 4, 4
218, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:slime, 80, 4, 4
219, none, mysticsbiomes:autumnal_grove, MONSTER, minecraft:witch, 5, 1, 1
220, none, mysticsbiomes:autumnal_grove, CREATURE, minecraft:fox, 32, 2, 5
221, none, mysticsbiomes:autumnal_grove, CREATURE, eidolon:slimy_slug, 10, 2, 3
222, none, mysticsbiomes:autumnal_grove, AMBIENT, minecraft:bat, 10, 8, 8
223, none, mysticsbiomes:autumnal_grove, AMBIENT, minecraft:bat, 10, 8, 8
224, none, mysticsbiomes:autumnal_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
225, none, mysticsbiomes:autumnal_grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
226, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
227, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
228, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
229, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
230, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
231, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
232, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
233, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
234, none, mysticsbiomes:autumnal_grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
235, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:spider, 80, 4, 4
236, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie, 80, 4, 4
237, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
238, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:skeleton, 80, 4, 4
239, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:creeper, 80, 4, 4
240, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:slime, 80, 4, 4
241, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:enderman, 5, 1, 4
242, forest, regions_unexplored:autumnal_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
243, forest, regions_unexplored:autumnal_maple_forest, MONSTER, eidolon:zombie_brute, 60, 1, 3
244, forest, regions_unexplored:autumnal_maple_forest, MONSTER, eidolon:wraith, 60, 1, 3
245, forest, regions_unexplored:autumnal_maple_forest, MONSTER, earthmobsmod:stray_bone_spider, 10, 1, 1
246, forest, regions_unexplored:autumnal_maple_forest, MONSTER, earthmobsmod:zombified_rabbit, 12, 3, 4
247, forest, regions_unexplored:autumnal_maple_forest, MONSTER, earthmobsmod:skeleton_wolf, 10, 3, 4
248, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:sheep, 12, 4, 4
249, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:pig, 10, 4, 4
250, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:chicken, 10, 4, 4
251, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:cow, 10, 4, 4
252, forest, regions_unexplored:autumnal_maple_forest, CREATURE, unusualprehistory:kentrosaurus, 10, 3, 4
253, forest, regions_unexplored:autumnal_maple_forest, CREATURE, forbidden_arcanus:lost_soul, 35, 1, 3
254, forest, regions_unexplored:autumnal_maple_forest, CREATURE, eidolon:slimy_slug, 10, 2, 3
255, forest, regions_unexplored:autumnal_maple_forest, CREATURE, unusualprehistory:smilodon, 10, 2, 4
256, forest, regions_unexplored:autumnal_maple_forest, CREATURE, eidolon:slimy_slug, 10, 2, 5
257, forest, regions_unexplored:autumnal_maple_forest, CREATURE, meadow:wooly_cow, 10, 2, 3
258, forest, regions_unexplored:autumnal_maple_forest, CREATURE, eidolon:raven, 10, 2, 4
259, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:cow, 10, 2, 3
260, forest, regions_unexplored:autumnal_maple_forest, CREATURE, mythicmounts:firebird, 10, 1, 1
261, forest, regions_unexplored:autumnal_maple_forest, CREATURE, earthmobsmod:wooly_cow, 10, 3, 6
262, forest, regions_unexplored:autumnal_maple_forest, CREATURE, earthmobsmod:umbra_cow, 10, 3, 6
263, forest, regions_unexplored:autumnal_maple_forest, CREATURE, minecraft:pig, 30, 1, 1
264, forest, regions_unexplored:autumnal_maple_forest, CREATURE, unusualprehistory:mammoth, 10, 3, 4
265, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:morpho, 10, 1, 2
266, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:forester, 10, 1, 2
267, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:common, 10, 1, 2
268, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:emperor, 10, 1, 2
269, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:hairstreak, 10, 1, 2
270, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:rainbow, 10, 1, 2
271, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:heath, 10, 1, 2
272, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:glasswing, 10, 1, 2
273, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:chalkhill, 10, 1, 2
274, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:swallowtail, 10, 1, 2
275, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:monarch, 10, 1, 2
276, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:cabbage, 10, 1, 2
277, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:admiral, 10, 1, 2
278, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:longwing, 10, 1, 2
279, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:clipper, 10, 1, 2
280, forest, regions_unexplored:autumnal_maple_forest, CREATURE, butterflies:buckeye, 10, 1, 2
281, forest, regions_unexplored:autumnal_maple_forest, CREATURE, quark:stoneling, 10, 1, 1
282, forest, regions_unexplored:autumnal_maple_forest, AMBIENT, minecraft:bat, 10, 8, 8
283, forest, regions_unexplored:autumnal_maple_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
284, forest, regions_unexplored:autumnal_maple_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 80, 4, 6
285, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
286, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
287, forest, regions_unexplored:autumnal_maple_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
